problem_name,cost,time
sawt20_201,62.0380,0.0670
sawt20_202,54.0690,0.0660
sawt20_203,59.8080,0.0660
sawt20_204,49.9890,0.0650
sawt20_205,69.8080,0.0660
sawt20_206,54.7400,0.0650
sawt20_207,55.1040,0.0660
sawt20_208,57.7540,0.0660
sawt20_209,53.2700,0.0670
sawt20_210,45.7830,0.0660
sawt20_211,63.9550,0.0660
sawt20_212,46.1560,0.0660
sawt20_213,49.6900,0.0650
sawt20_214,55.1460,0.0660
sawt20_215,51.2510,0.0650
sawt20_216,67.8710,0.0660
sawt20_217,51.6660,0.0660
sawt20_218,48.9370,0.0660
sawt20_219,49.5350,0.0670
sawt20_220,66.2630,0.0670
sawt20_221,61.8780,0.0660
sawt20_222,56.2980,0.0660
sawt20_223,54.4390,0.0670
sawt20_224,60.5020,0.0650
sawt20_225,60.9150,0.0650
sawt20_226,57.5070,0.0660
sawt20_227,49.6900,0.0670
sawt20_228,48.0270,0.0670
sawt20_229,47.8270,0.0670
sawt20_230,64.6390,0.0680
sawt20_231,65.3100,0.0680
sawt20_232,53.9460,0.0660
sawt20_233,57.4920,0.0660
sawt20_234,54.0160,0.0660
sawt20_235,51.7910,0.0660
sawt20_236,49.6080,0.0670
sawt20_237,60.1750,0.0670
sawt20_238,48.3220,0.0670
sawt20_239,49.1980,0.0670
sawt20_240,60.7040,0.0670
sawt20_241,51.8890,0.0660
sawt20_242,52.1310,0.0660
sawt20_243,51.6530,0.0660
sawt20_244,58.3610,0.0660
sawt20_245,53.3690,0.0670
sawt20_246,66.4590,0.0660
sawt20_247,56.0730,0.0660
sawt20_248,65.7950,0.0660
sawt20_249,64.9740,0.0670
sawt20_250,60.5700,0.0660
sawt20_251,47.9140,0.0660
sawt20_252,65.9110,0.0650
sawt20_253,58.6960,0.0660
sawt20_254,59.4780,0.0670
sawt20_255,61.7990,0.0660
