problem_name,cost,time
sawt50_190,410.5320,5.3660
sawt50_191,386.6910,5.3600
sawt50_192,366.7920,5.3640
sawt50_193,349.0830,5.3430
sawt50_194,398.0320,5.3640
sawt50_195,377.0950,5.3570
sawt50_196,383.1640,5.3560
sawt50_197,389.9130,5.3660
sawt50_198,387.8790,5.3640
sawt50_199,356.4840,5.3570
sawt50_200,342.4760,5.3630
sawt50_201,382.3320,5.3620
sawt50_202,364.0530,5.3690
sawt50_203,375.8530,5.3630
sawt50_204,358.5300,5.3650
sawt50_205,373.5800,5.3580
sawt50_206,373.4620,5.3660
sawt50_207,350.0390,5.3640
sawt50_208,382.9050,5.3570
sawt50_209,365.0350,5.3830
sawt50_210,412.0180,5.3660
sawt50_211,368.9140,5.3570
sawt50_212,349.3780,5.3600
sawt50_213,374.9810,5.3960
sawt50_214,374.1320,5.3630
sawt50_215,331.9200,5.3670
sawt50_216,386.9330,5.3640
sawt50_217,389.8720,5.3550
sawt50_218,350.6850,5.3590
sawt50_219,423.0920,5.3620
sawt50_220,374.1470,5.3580
sawt50_221,421.8670,5.3600
sawt50_222,357.2540,5.3590
sawt50_223,379.1250,5.3600
sawt50_224,380.2710,5.3670
sawt50_225,406.2540,5.3630
sawt50_226,371.3300,5.3630
sawt50_227,396.7530,5.3590
sawt50_228,392.1650,5.3590
sawt50_229,404.9460,5.3570
sawt50_230,385.1030,5.3740
sawt50_231,387.0180,5.3660
sawt50_232,383.2130,5.3670
sawt50_233,407.6660,5.3650
sawt50_234,349.3370,5.3650
sawt50_235,387.8040,5.3650
sawt50_236,448.3730,5.3660
sawt50_237,381.1770,5.3620
sawt50_238,386.4270,5.3760
sawt50_239,329.3140,5.3610
sawt50_240,383.7340,5.3730
sawt50_241,340.6770,5.3610
sawt50_242,371.1540,5.3640
sawt50_243,401.1770,5.3710
sawt50_244,421.3420,5.3620
sawt50_245,363.4300,5.3690
sawt50_246,378.7880,5.3720
sawt50_247,376.3020,5.3630
sawt50_248,386.1190,5.3590
sawt50_249,358.5030,5.3640
sawt50_250,386.2650,5.3820
sawt50_251,388.7070,5.3760
sawt50_252,371.1630,5.3680
sawt50_253,385.9150,5.3640
sawt50_254,407.5530,5.3570
sawt50_255,389.5040,5.3610
