problem_name,cost,time
sawt50_140,397.8640,1.0750
sawt50_141,317.1020,1.0700
sawt50_142,365.1570,1.0770
sawt50_143,401.7040,1.0710
sawt50_144,368.1690,1.0730
sawt50_145,409.7370,1.0700
sawt50_146,345.5480,1.0710
sawt50_147,368.2950,1.0710
sawt50_148,323.9720,1.0740
sawt50_149,342.8410,1.0700
sawt50_150,388.1660,1.0720
sawt50_151,354.2620,1.0750
sawt50_152,417.9940,1.0740
sawt50_153,367.4430,1.0720
sawt50_154,386.7490,1.0720
sawt50_155,373.8380,1.0720
sawt50_156,412.3800,1.0690
sawt50_157,357.8900,1.0710
sawt50_158,410.8500,1.0750
sawt50_159,378.1590,1.0710
sawt50_160,397.6570,1.0730
sawt50_161,376.1290,1.0700
sawt50_162,370.0330,1.0730
sawt50_163,401.2450,1.0710
sawt50_164,350.8000,1.0730
sawt50_165,359.5550,1.0720
sawt50_166,362.0970,1.0720
sawt50_167,363.4990,1.0720
sawt50_168,381.9220,1.0720
sawt50_169,384.8180,1.0720
sawt50_170,380.5100,1.0710
sawt50_171,359.8210,1.0730
sawt50_172,406.7160,1.0710
sawt50_173,378.5840,1.0720
sawt50_174,370.8040,1.0710
sawt50_175,363.7780,1.0710
sawt50_176,333.4840,1.0750
sawt50_177,368.9580,1.0730
sawt50_178,372.4860,1.0710
sawt50_179,380.5020,1.0730
sawt50_180,398.9910,1.0750
sawt50_181,372.8590,1.0750
sawt50_182,417.2790,1.0700
sawt50_183,365.4990,1.0710
sawt50_184,369.8900,1.0720
sawt50_185,344.8770,1.0720
sawt50_186,376.7270,1.0700
sawt50_187,380.7250,1.0720
sawt50_188,365.9270,1.0700
sawt50_189,371.3410,1.0730
sawt50_190,411.5810,1.0720
sawt50_191,387.3780,1.0740
sawt50_192,367.6280,1.0770
sawt50_193,349.2050,1.0700
sawt50_194,399.1830,1.0700
sawt50_195,378.0260,1.0710
sawt50_196,383.1250,1.0740
sawt50_197,389.7510,1.0710
sawt50_198,388.2660,1.0760
sawt50_199,357.1670,1.0730
sawt50_200,342.8670,1.0720
sawt50_201,382.8760,1.0740
sawt50_202,363.1260,1.0710
sawt50_203,375.8530,1.0710
sawt50_204,358.5300,1.0790
sawt50_205,373.6000,1.0760
sawt50_206,373.2580,1.0770
sawt50_207,350.2040,1.0710
sawt50_208,382.9480,1.0710
sawt50_209,365.0350,1.0730
sawt50_210,411.9670,1.0750
sawt50_211,369.4760,1.0730
sawt50_212,350.1450,1.0690
sawt50_213,375.9570,1.0720
sawt50_214,375.2120,1.0730
sawt50_215,332.6350,1.0720
sawt50_216,387.3470,1.0710
sawt50_217,389.9460,1.0720
sawt50_218,350.6650,1.0710
sawt50_219,423.6460,1.0700
sawt50_220,375.8360,1.0710
sawt50_221,423.4460,1.0710
sawt50_222,357.8940,1.0710
sawt50_223,380.3310,1.0710
sawt50_224,381.7450,1.0720
sawt50_225,407.8250,1.0710
sawt50_226,371.8250,1.0750
sawt50_227,396.7810,1.0710
sawt50_228,392.7210,1.0720
sawt50_229,405.6210,1.0710
sawt50_230,385.5960,1.0720
sawt50_231,387.0180,1.0720
sawt50_232,383.1370,1.0730
sawt50_233,407.6690,1.0720
sawt50_234,349.4730,1.0750
sawt50_235,387.8180,1.0730
sawt50_236,448.3630,1.0730
sawt50_237,381.6810,1.0710
sawt50_238,385.9290,1.0710
sawt50_239,329.8970,1.0720
sawt50_240,385.1870,1.0730
sawt50_241,341.7070,1.0720
sawt50_242,371.8200,1.0710
sawt50_243,401.1770,1.0710
sawt50_244,421.5560,1.0780
sawt50_245,364.1350,1.0720
sawt50_246,379.6470,1.0710
sawt50_247,376.5090,1.0710
sawt50_248,386.1330,1.0760
sawt50_249,358.9120,1.0730
sawt50_250,386.8200,1.0750
sawt50_251,389.1550,1.0720
sawt50_252,370.7910,1.0740
sawt50_253,386.1930,1.0700
sawt50_254,407.5530,1.0710
sawt50_255,389.9690,1.0750
