problem_name,cost,time
sawt100_131,1510.0830,9.1070
sawt100_132,1637.6620,9.1190
sawt100_133,1604.8560,9.1070
sawt100_134,1643.1990,9.1220
sawt100_135,1531.0010,9.1270
sawt100_136,1563.7330,9.1080
sawt100_137,1451.4190,9.1410
sawt100_138,1584.3690,9.1250
sawt100_139,1631.3810,9.1080
sawt100_140,1674.1990,9.1340
sawt100_141,1651.7430,9.1180
sawt100_142,1627.7470,9.1260
sawt100_143,1674.9070,9.1270
sawt100_144,1531.3560,9.1210
sawt100_145,1615.0160,9.1210
sawt100_146,1487.4730,9.1280
sawt100_147,1474.4800,9.1380
sawt100_148,1629.2930,9.1230
sawt100_149,1537.9200,9.1240
sawt100_150,1657.6480,9.1220
sawt100_151,1570.6690,9.1100
sawt100_152,1548.1860,9.1500
sawt100_153,1542.7430,9.1250
sawt100_154,1586.9090,9.1210
sawt100_155,1579.8570,9.1160
sawt100_156,1559.5200,9.1320
sawt100_157,1494.1880,9.1270
sawt100_158,1533.8300,9.1110
sawt100_159,1611.0860,9.1220
sawt100_160,1535.4930,9.1300
sawt100_161,1599.0820,9.1460
sawt100_162,1625.3270,9.1310
sawt100_163,1599.6670,9.1240
sawt100_164,1639.9930,9.1240
sawt100_165,1606.8810,9.1140
sawt100_166,1498.5340,9.1260
sawt100_167,1512.0280,9.1140
sawt100_168,1558.9510,9.1110
sawt100_169,1611.3630,9.1340
sawt100_170,1582.0900,9.1330
sawt100_171,1534.8570,9.1250
sawt100_172,1577.9430,9.1120
sawt100_173,1541.4740,9.1100
sawt100_174,1559.2420,9.1170
sawt100_175,1568.2780,9.1130
sawt100_176,1659.6590,9.1620
sawt100_177,1407.9430,9.1580
sawt100_178,1596.1020,9.1090
sawt100_179,1532.8860,9.1110
sawt100_180,1680.7190,9.1240
sawt100_181,1558.2250,9.1200
sawt100_182,1683.2310,9.1240
sawt100_183,1584.4610,9.1380
sawt100_184,1530.5780,9.1070
sawt100_185,1526.7720,9.1320
sawt100_186,1610.7950,9.1280
sawt100_187,1583.6580,9.1380
sawt100_188,1625.8710,9.1160
sawt100_189,1513.7180,9.1280
sawt100_190,1580.9620,9.1150
sawt100_191,1592.4090,9.1110
sawt100_192,1612.1530,9.1280
sawt100_193,1616.0420,9.1290
sawt100_194,1642.4540,9.1130
sawt100_195,1676.3260,9.1180
sawt100_196,1628.2280,9.1180
sawt100_197,1533.5410,9.1220
sawt100_198,1529.1480,9.1150
sawt100_199,1684.6010,9.1220
sawt100_200,1560.4820,9.1150
sawt100_201,1611.3760,9.1280
sawt100_202,1673.6320,9.1250
sawt100_203,1633.4000,9.1240
sawt100_204,1606.7720,9.1290
sawt100_205,1688.5170,9.1460
sawt100_206,1560.2720,9.1420
sawt100_207,1656.2520,9.1450
sawt100_208,1526.2120,9.1230
sawt100_209,1481.5640,9.1140
sawt100_210,1693.5340,9.1300
sawt100_211,1648.2590,9.1240
sawt100_212,1599.8910,9.1180
sawt100_213,1646.5410,9.1250
sawt100_214,1575.2480,9.1110
sawt100_215,1581.6640,9.1190
sawt100_216,1623.6480,9.1290
sawt100_217,1573.3240,9.1320
sawt100_218,1624.3460,9.1130
sawt100_219,1623.5830,9.1260
sawt100_220,1747.9850,9.1110
sawt100_221,1569.3150,9.1090
sawt100_222,1575.8060,9.1310
sawt100_223,1571.5670,9.1360
sawt100_224,1636.8570,9.1540
sawt100_225,1568.0930,9.1330
sawt100_226,1613.6070,9.1170
sawt100_227,1611.8690,9.1310
sawt100_228,1576.5440,9.1270
sawt100_229,1487.1860,9.1030
sawt100_230,1601.6420,9.1270
sawt100_231,1655.6920,9.1220
sawt100_232,1610.5930,9.1310
sawt100_233,1689.1670,9.1110
sawt100_234,1553.9540,9.1240
sawt100_235,1583.0310,9.1400
sawt100_236,1588.2090,9.0940
sawt100_237,1575.3520,9.1170
sawt100_238,1677.9780,9.1100
sawt100_239,1611.1550,9.1110
sawt100_240,1481.0670,9.1160
sawt100_241,1676.9730,9.1290
sawt100_242,1527.8590,9.1240
sawt100_243,1664.2750,9.1350
sawt100_244,1595.1940,9.1160
sawt100_245,1642.4900,9.1170
sawt100_246,1532.3890,9.1310
sawt100_247,1647.5560,9.1050
sawt100_248,1468.6910,9.1270
sawt100_249,1503.3440,9.1090
sawt100_250,1564.4680,9.1030
sawt100_251,1587.3560,9.1480
sawt100_252,1581.5220,9.1360
sawt100_253,1691.7000,9.1300
sawt100_254,1611.4350,9.1240
sawt100_255,1566.1570,9.1170
