problem_name,cost,time
uniform100_63,2173.8690,9.1340
uniform100_64,2238.3240,9.1270
uniform100_65,2169.5920,9.1310
uniform100_66,2176.1420,9.1320
uniform100_67,2221.2100,9.1330
uniform100_68,2221.9120,9.1310
uniform100_69,2242.3000,9.1320
uniform100_70,2166.3480,9.1500
uniform100_71,2159.0570,9.1540
uniform100_72,2199.2000,9.1260
uniform100_73,2201.6730,9.1290
uniform100_74,2230.8580,9.1240
uniform100_75,2221.9860,9.1300
uniform100_76,2159.5610,9.1500
uniform100_77,2185.5890,9.1400
uniform100_78,2218.9850,9.1300
uniform100_79,2208.3820,9.1300
uniform100_80,2176.4540,9.1350
uniform100_81,2210.6230,9.1360
uniform100_82,2156.6970,9.1270
uniform100_83,2170.6620,9.1450
uniform100_84,2162.1750,9.1330
uniform100_85,2227.9420,9.1380
uniform100_86,2206.3000,9.1300
uniform100_87,2182.5760,9.1310
uniform100_88,2206.3530,9.1400
uniform100_89,2141.4870,9.1630
uniform100_90,2205.2980,9.1370
uniform100_91,2181.5860,9.1310
uniform100_92,2215.9820,9.1380
uniform100_93,2191.8410,9.1340
uniform100_94,2181.9520,9.1290
uniform100_95,2192.0490,9.1180
uniform100_96,2193.6930,9.1370
uniform100_97,2175.9160,9.1330
uniform100_98,2163.8860,9.1300
uniform100_99,2161.8840,9.1540
uniform100_100,2197.4640,9.1370
uniform100_101,2179.4200,9.1310
uniform100_102,2187.8890,9.1370
uniform100_103,2184.0660,9.1290
uniform100_104,2289.4440,9.1240
uniform100_105,2196.5860,9.1510
uniform100_106,2139.5180,9.1520
uniform100_107,2176.7430,9.1310
uniform100_108,2206.8020,9.1290
uniform100_109,2238.5870,9.1310
uniform100_110,2141.9430,9.1270
uniform100_111,2222.0880,9.1310
uniform100_112,2192.1350,9.1290
uniform100_113,2166.1160,9.1280
uniform100_114,2228.5400,9.1370
uniform100_115,2207.8430,9.1280
uniform100_116,2198.0830,9.1390
uniform100_117,2174.9230,9.1300
uniform100_118,2211.3550,9.1310
uniform100_119,2179.5130,9.1330
uniform100_120,2176.3030,9.1300
uniform100_121,2192.0760,9.1350
uniform100_122,2186.0870,9.1270
uniform100_123,2199.6670,9.1350
uniform100_124,2245.7000,9.1520
uniform100_125,2221.2160,9.1630
uniform100_126,2195.9630,9.1260
uniform100_127,2154.0220,9.1640
uniform100_128,2190.8050,9.1280
uniform100_129,2223.2990,9.1300
uniform100_130,2188.2580,9.1390
uniform100_131,2226.4000,9.1570
uniform100_132,2198.1050,9.1390
uniform100_133,2212.1460,9.1260
uniform100_134,2213.5080,9.1280
uniform100_135,2190.1090,9.1590
uniform100_136,2160.9420,9.1330
uniform100_137,2219.8330,9.1340
uniform100_138,2189.5190,9.1390
uniform100_139,2240.1470,9.1380
uniform100_140,2200.4010,9.1280
uniform100_141,2146.3420,9.1240
uniform100_142,2177.5030,9.1310
uniform100_143,2170.6140,9.1280
uniform100_144,2211.0460,9.1360
uniform100_145,2188.9790,9.1540
uniform100_146,2166.4590,9.1350
uniform100_147,2229.5380,9.1310
uniform100_148,2178.8210,9.1320
uniform100_149,2197.3310,9.1250
uniform100_150,2194.6830,9.1350
uniform100_151,2222.7280,9.1330
uniform100_152,2251.4590,9.1630
uniform100_153,2219.0090,9.1360
uniform100_154,2242.9090,9.1360
uniform100_155,2160.2860,9.1290
uniform100_156,2192.5710,9.1340
uniform100_157,2182.4490,9.1440
uniform100_158,2201.2990,9.1220
uniform100_159,2215.3760,9.1350
uniform100_160,2202.3630,9.1390
uniform100_161,2181.4340,9.1220
uniform100_162,2225.0910,9.1380
uniform100_163,2219.6010,9.1380
uniform100_164,2194.1120,9.1320
uniform100_165,2213.9820,9.1510
uniform100_166,2227.5280,9.1340
uniform100_167,2200.8930,9.1380
uniform100_168,2186.4280,9.1340
uniform100_169,2247.3150,9.1410
uniform100_170,2221.4250,9.1320
uniform100_171,2149.3520,9.1610
uniform100_172,2139.3280,9.1590
uniform100_173,2220.7720,9.1340
uniform100_174,2169.1690,9.1290
uniform100_175,2188.7290,9.1330
uniform100_176,2174.6020,9.1480
uniform100_177,2219.6360,9.1330
uniform100_178,2255.0760,9.1300
uniform100_179,2181.2810,9.1380
uniform100_180,2181.1580,9.1340
uniform100_181,2222.4910,9.1320
uniform100_182,2157.3080,9.1540
uniform100_183,2192.9420,9.1340
uniform100_184,2199.8170,9.1280
uniform100_185,2176.3640,9.1270
uniform100_186,2172.9830,9.1390
uniform100_187,2180.5070,9.1290
uniform100_188,2208.9880,9.1280
uniform100_189,2217.6540,9.1370
uniform100_190,2161.9100,9.1340
uniform100_191,2217.5080,9.1320
uniform100_192,2219.0440,9.1390
uniform100_193,2211.8920,9.1320
uniform100_194,2177.5930,9.1310
uniform100_195,2214.4940,9.1230
uniform100_196,2193.6060,9.1350
uniform100_197,2238.6910,9.1400
uniform100_198,2178.3800,9.1340
uniform100_199,2180.9040,9.1360
uniform100_200,2173.7040,9.1210
uniform100_201,2185.6600,9.1560
uniform100_202,2148.3620,9.1310
uniform100_203,2126.8330,9.1250
uniform100_204,2174.9230,9.1410
uniform100_205,2139.8760,9.1330
uniform100_206,2195.0260,9.1370
uniform100_207,2164.6230,9.1390
uniform100_208,2197.5030,9.1340
uniform100_209,2166.4680,9.1420
uniform100_210,2165.8000,9.1500
uniform100_211,2222.5280,9.1330
uniform100_212,2174.6500,9.1400
uniform100_213,2156.4440,9.1290
uniform100_214,2192.6930,9.1320
uniform100_215,2205.9690,9.1430
uniform100_216,2232.7220,9.1390
uniform100_217,2203.1610,9.1350
uniform100_218,2174.7080,9.1270
uniform100_219,2210.6540,9.1360
uniform100_220,2249.4860,9.1340
uniform100_221,2188.6040,9.1290
uniform100_222,2177.3570,9.1380
uniform100_223,2224.8590,9.1250
uniform100_224,2263.6480,9.1220
uniform100_225,2205.4120,9.1270
uniform100_226,2221.8670,9.1530
uniform100_227,2216.5670,9.1530
uniform100_228,2211.1880,9.1380
uniform100_229,2211.7370,9.1340
uniform100_230,2200.2360,9.1530
uniform100_231,2211.3430,9.1340
uniform100_232,2222.4770,9.1240
uniform100_233,2197.3150,9.1380
uniform100_234,2183.9240,9.1380
uniform100_235,2156.1980,9.1370
uniform100_236,2176.1980,9.1310
uniform100_237,2188.1990,9.1530
uniform100_238,2204.8600,9.1260
uniform100_239,2206.2090,9.1320
uniform100_240,2188.9430,9.1320
uniform100_241,2227.6290,9.1380
uniform100_242,2153.8020,9.1220
uniform100_243,2143.9560,9.1420
uniform100_244,2167.2990,9.1220
uniform100_245,2155.7840,9.1300
uniform100_246,2216.1640,9.1400
uniform100_247,2150.9580,9.1350
uniform100_248,2213.6400,9.1280
uniform100_249,2191.3700,9.1370
uniform100_250,2180.9000,9.1240
uniform100_251,2178.9970,9.1440
uniform100_252,2192.6080,9.1420
uniform100_253,2202.1990,9.1300
uniform100_254,2166.0530,9.1240
uniform100_255,2222.7930,9.1350
