problem_name,cost,time
uniform20_88,81.0320,0.0680
uniform20_89,66.8150,0.0680
uniform20_90,79.6200,0.0680
uniform20_91,79.0990,0.0680
uniform20_92,78.8090,0.0680
uniform20_93,72.4930,0.0680
uniform20_94,84.7320,0.0680
uniform20_95,86.8530,0.0680
uniform20_96,85.3590,0.0690
uniform20_97,75.8290,0.0690
uniform20_98,79.6490,0.0680
uniform20_99,75.4020,0.0680
uniform20_100,81.6550,0.0690
uniform20_101,76.1970,0.0680
uniform20_102,72.2560,0.0680
uniform20_103,91.7250,0.0680
uniform20_104,74.1330,0.0680
uniform20_105,75.0600,0.0690
uniform20_106,72.7120,0.0680
uniform20_107,84.6470,0.0680
uniform20_108,75.5880,0.0680
uniform20_109,75.5950,0.0680
uniform20_110,82.0980,0.0690
uniform20_111,78.5070,0.0680
uniform20_112,90.1740,0.0680
uniform20_113,71.3760,0.0680
uniform20_114,67.4170,0.0680
uniform20_115,75.9590,0.0680
uniform20_116,81.3550,0.0680
uniform20_117,81.1480,0.0680
uniform20_118,78.3770,0.0680
uniform20_119,72.1950,0.0690
uniform20_120,76.7290,0.0680
uniform20_121,74.6180,0.0680
uniform20_122,74.4760,0.0690
uniform20_123,68.6940,0.0680
uniform20_124,82.7920,0.0680
uniform20_125,79.7200,0.0690
uniform20_126,74.8460,0.0690
uniform20_127,67.2530,0.0680
uniform20_128,71.8580,0.0690
uniform20_129,85.5720,0.0680
uniform20_130,73.9010,0.0680
uniform20_131,69.9090,0.0680
uniform20_132,77.4890,0.0690
uniform20_133,69.3300,0.0680
uniform20_134,82.7120,0.0680
uniform20_135,82.5440,0.0700
uniform20_136,73.8430,0.0680
uniform20_137,79.2210,0.0690
uniform20_138,76.3590,0.0690
uniform20_139,73.4210,0.0690
uniform20_140,75.0320,0.0690
uniform20_141,67.8260,0.0680
uniform20_142,75.8090,0.0670
uniform20_143,86.8970,0.0680
uniform20_144,78.0470,0.0680
uniform20_145,70.4840,0.0690
uniform20_146,76.5990,0.0690
uniform20_147,72.7900,0.0690
uniform20_148,84.2290,0.0680
uniform20_149,80.9900,0.0690
uniform20_150,77.4720,0.0690
uniform20_151,78.4020,0.0680
uniform20_152,69.9980,0.0680
uniform20_153,66.3830,0.0680
uniform20_154,76.0870,0.0680
uniform20_155,69.8800,0.0690
uniform20_156,74.0040,0.0690
uniform20_157,67.9260,0.0670
uniform20_158,74.5780,0.0690
uniform20_159,73.9570,0.0690
uniform20_160,81.0460,0.0680
uniform20_161,68.8430,0.0680
uniform20_162,84.3400,0.0680
uniform20_163,78.3980,0.0690
uniform20_164,81.3560,0.0680
uniform20_165,81.8630,0.0680
uniform20_166,81.0190,0.0680
uniform20_167,85.2880,0.0690
uniform20_168,80.8630,0.0680
uniform20_169,74.8050,0.0680
uniform20_170,80.0930,0.0680
uniform20_171,84.6280,0.0680
uniform20_172,87.9560,0.0680
uniform20_173,77.5880,0.0690
uniform20_174,75.0920,0.0690
uniform20_175,73.4980,0.0680
uniform20_176,88.1210,0.0680
uniform20_177,78.5690,0.0680
uniform20_178,68.2550,0.0680
uniform20_179,82.3240,0.0680
uniform20_180,81.4320,0.0680
uniform20_181,91.9600,0.0680
uniform20_182,78.8920,0.0690
uniform20_183,81.7980,0.0680
uniform20_184,78.8890,0.0680
uniform20_185,74.4720,0.0680
uniform20_186,67.9530,0.0700
uniform20_187,82.4470,0.0680
uniform20_188,75.5410,0.0690
uniform20_189,76.1730,0.0680
uniform20_190,71.7250,0.0690
uniform20_191,71.4650,0.0680
uniform20_192,83.1000,0.0680
uniform20_193,75.8520,0.0680
uniform20_194,72.3300,0.0680
uniform20_195,83.4870,0.0680
uniform20_196,71.7270,0.0680
uniform20_197,76.0000,0.0680
uniform20_198,83.3500,0.0680
uniform20_199,80.0080,0.0680
uniform20_200,78.2910,0.0690
uniform20_201,79.6810,0.0690
uniform20_202,72.2090,0.0680
uniform20_203,78.9640,0.0680
uniform20_204,83.7810,0.0680
uniform20_205,74.6800,0.0680
uniform20_206,76.9350,0.0680
uniform20_207,75.7470,0.0680
uniform20_208,81.5520,0.0680
uniform20_209,88.9920,0.0680
uniform20_210,81.8910,0.0680
uniform20_211,64.4340,0.0690
uniform20_212,68.2870,0.0680
uniform20_213,72.3170,0.0690
uniform20_214,83.6110,0.0690
uniform20_215,82.8450,0.0680
uniform20_216,75.4290,0.0680
uniform20_217,78.5730,0.0680
uniform20_218,89.9130,0.0690
uniform20_219,69.1670,0.0690
uniform20_220,74.4280,0.0680
uniform20_221,75.3180,0.0690
uniform20_222,76.3630,0.0680
uniform20_223,79.6130,0.0680
uniform20_224,74.1470,0.0690
uniform20_225,73.7920,0.0680
uniform20_226,78.2300,0.0690
uniform20_227,78.3490,0.0680
uniform20_228,84.8420,0.0680
uniform20_229,74.5180,0.0690
uniform20_230,78.3670,0.0680
uniform20_231,74.9390,0.0680
uniform20_232,74.3670,0.0680
uniform20_233,70.4250,0.0680
uniform20_234,85.0480,0.0680
uniform20_235,77.5350,0.0690
uniform20_236,76.9900,0.0680
uniform20_237,78.7790,0.0690
uniform20_238,62.8650,0.0690
uniform20_239,79.0380,0.0690
uniform20_240,69.7070,0.0690
uniform20_241,82.6270,0.0680
uniform20_242,87.1380,0.0690
uniform20_243,79.4900,0.0690
uniform20_244,70.8870,0.0690
uniform20_245,70.8530,0.0680
uniform20_246,69.2460,0.0680
uniform20_247,75.1060,0.0680
uniform20_248,73.3450,0.0690
uniform20_249,73.4970,0.0680
uniform20_250,78.7100,0.0680
uniform20_251,76.4990,0.0690
uniform20_252,74.3250,0.0680
uniform20_253,73.9210,0.0690
uniform20_254,67.2180,0.0680
uniform20_255,73.5170,0.0690
