problem_name,cost,time
uniform50_92,495.4350,1.0760
uniform50_93,527.8890,1.0810
uniform50_94,492.6220,1.0770
uniform50_95,535.2310,1.0760
uniform50_96,530.6680,1.0770
uniform50_97,513.7890,1.0830
uniform50_98,505.3050,1.0820
uniform50_99,500.3050,1.0750
uniform50_100,505.3040,1.0790
uniform50_101,512.8680,1.0810
uniform50_102,532.6290,1.0770
uniform50_103,521.2670,1.0770
uniform50_104,526.6320,1.0790
uniform50_105,503.6930,1.0760
uniform50_106,528.5600,1.0770
uniform50_107,520.3290,1.0770
uniform50_108,531.5420,1.0770
uniform50_109,513.2280,1.0750
uniform50_110,514.9790,1.0770
uniform50_111,533.0140,1.0760
uniform50_112,533.1160,1.0760
uniform50_113,539.5870,1.0800
uniform50_114,537.2660,1.0810
uniform50_115,534.2330,1.0800
uniform50_116,503.2860,1.0770
uniform50_117,520.4150,1.0760
uniform50_118,516.7420,1.0770
uniform50_119,534.2590,1.0770
uniform50_120,511.3690,1.0770
uniform50_121,536.3400,1.0820
uniform50_122,527.0160,1.0780
uniform50_123,514.6830,1.0760
uniform50_124,539.1960,1.0760
uniform50_125,495.9240,1.0770
uniform50_126,549.9770,1.0770
uniform50_127,538.8620,1.0770
uniform50_128,519.2940,1.0780
uniform50_129,516.2320,1.0790
uniform50_130,518.3990,1.0770
uniform50_131,552.7160,1.0770
uniform50_132,488.1840,1.0780
uniform50_133,560.8240,1.0760
uniform50_134,497.0480,1.0780
uniform50_135,507.7820,1.0770
uniform50_136,515.1960,1.0780
uniform50_137,526.9570,1.0770
uniform50_138,528.6750,1.0780
uniform50_139,534.5550,1.0800
uniform50_140,507.0360,1.0760
uniform50_141,519.8910,1.0750
uniform50_142,526.3460,1.0760
uniform50_143,490.2360,1.0760
uniform50_144,531.4660,1.0800
uniform50_145,544.1970,1.0770
uniform50_146,516.8660,1.0800
uniform50_147,511.2010,1.0760
uniform50_148,517.7480,1.0770
uniform50_149,535.6120,1.0780
uniform50_150,519.3960,1.0780
uniform50_151,545.4750,1.0790
uniform50_152,501.8850,1.0780
uniform50_153,541.8410,1.0750
uniform50_154,518.9140,1.0770
uniform50_155,539.8470,1.0770
uniform50_156,529.3140,1.0770
uniform50_157,528.5930,1.0790
uniform50_158,513.6640,1.0780
uniform50_159,524.0950,1.0760
uniform50_160,533.8860,1.0750
uniform50_161,506.8420,1.0790
uniform50_162,542.9770,1.0750
uniform50_163,498.8500,1.0770
uniform50_164,549.0040,1.0760
uniform50_165,505.2650,1.0790
uniform50_166,518.8330,1.0770
uniform50_167,527.2960,1.0760
uniform50_168,522.4600,1.0770
uniform50_169,533.1120,1.0770
uniform50_170,529.5260,1.0770
uniform50_171,518.4230,1.0810
uniform50_172,541.9400,1.0770
uniform50_173,551.3440,1.0780
uniform50_174,528.8480,1.0810
uniform50_175,536.1460,1.0770
uniform50_176,498.4690,1.0770
uniform50_177,513.3230,1.0780
uniform50_178,539.9110,1.0790
uniform50_179,512.1410,1.0760
uniform50_180,539.9420,1.0780
uniform50_181,521.2470,1.0760
uniform50_182,505.7900,1.0790
uniform50_183,524.5690,1.0820
uniform50_184,495.6070,1.0770
uniform50_185,519.6930,1.0760
uniform50_186,534.6470,1.0790
uniform50_187,529.6020,1.0770
uniform50_188,534.4830,1.0790
uniform50_189,522.2410,1.0760
uniform50_190,561.7650,1.0760
uniform50_191,512.5930,1.0790
uniform50_192,515.5430,1.0830
uniform50_193,509.4900,1.0790
uniform50_194,508.5990,1.1300
uniform50_195,523.8090,1.0750
uniform50_196,531.7290,1.0770
uniform50_197,538.3050,1.0760
uniform50_198,526.8140,1.0770
uniform50_199,521.6470,1.0770
uniform50_200,540.7240,1.0760
uniform50_201,521.8550,1.0770
uniform50_202,533.7850,1.0770
uniform50_203,510.1350,1.0770
uniform50_204,527.4010,1.0810
uniform50_205,521.4010,1.0770
uniform50_206,512.3040,1.0760
uniform50_207,513.1260,1.0750
uniform50_208,512.2340,1.0760
uniform50_209,525.3740,1.0770
uniform50_210,531.3280,1.0810
uniform50_211,548.0910,1.0780
uniform50_212,537.7260,1.0760
uniform50_213,521.3940,1.0770
uniform50_214,521.1630,1.0770
uniform50_215,518.1900,1.0780
uniform50_216,521.3180,1.0790
uniform50_217,514.2050,1.0770
uniform50_218,516.7110,1.0760
uniform50_219,494.6830,1.0780
uniform50_220,525.4860,1.0760
uniform50_221,511.7310,1.0750
uniform50_222,526.1080,1.0760
uniform50_223,510.7950,1.0780
uniform50_224,513.7760,1.0750
uniform50_225,532.3800,1.0760
uniform50_226,510.8750,1.0760
uniform50_227,509.2820,1.0770
uniform50_228,506.0570,1.0800
uniform50_229,543.8850,1.0760
uniform50_230,517.0530,1.0780
uniform50_231,547.3420,1.0760
uniform50_232,513.9040,1.0780
uniform50_233,521.4120,1.0770
uniform50_234,536.2270,1.0760
uniform50_235,518.2630,1.0760
uniform50_236,519.2940,1.0780
uniform50_237,537.6650,1.0770
uniform50_238,520.5690,1.0780
uniform50_239,509.2980,1.0780
uniform50_240,534.2520,1.0770
uniform50_241,515.3070,1.0770
uniform50_242,528.0740,1.0780
uniform50_243,514.8940,1.0770
uniform50_244,540.0680,1.0770
uniform50_245,521.2780,1.0760
uniform50_246,550.7390,1.0760
uniform50_247,496.4840,1.0770
uniform50_248,498.0100,1.0770
uniform50_249,539.6200,1.0760
uniform50_250,533.0210,1.0770
uniform50_251,549.6280,1.0770
uniform50_252,520.7820,1.0770
uniform50_253,516.3370,1.0760
uniform50_254,516.4920,1.0750
uniform50_255,529.4280,1.0770
